id_orig,area_km2,ppl_per_km2,dwellings_per_km2,U7B001,U7B003,U7B004,U7C002,U7G001
482150214011008,0.015748367967275464,2349.44980183881,888.9810061011713,37,19,0,35,14
482150214011010,0.021522398066339585,1765.602507809337,557.5586866766328,38,5,0,35,12
482150214011011,0.016912945029399364,886.8946226648205,473.0104654212376,15,6,0,13,8
482150214011012,0.013851011565007043,2526.891255251234,721.9689300717811,35,14,0,29,10
482150214011014,0.028750573970847557,1739.0957151220316,660.856371746372,50,24,0,50,19
482150214011015,0.025475279757298547,2041.1944636290891,863.5822730738454,52,10,0,51,22
482150214011017,0.014607199611905151,2190.700534681499,479.2157419615779,32,16,0,32,7
482150214011018,0.010758356287628319,2788.530068900842,650.6570160768631,30,17,1,25,7
482150214011020,0.014469777529772302,1382.1912575261772,276.4382515052354,20,11,0,16,4
482150214011021,0.016033175619917038,3305.645821914489,997.9308141628645,53,11,2,48,16
482150214011022,0.016184486307682634,1730.0518204713512,679.6632151851737,28,3,0,26,11
482150214012039,0.01937918915837765,1341.6454005125474,516.0174617355952,26,2,0,23,10
482150214012040,0.019092790686481946,1728.4010777620172,680.8852730577644,33,11,0,29,13
482150214012041,0.019253016234016835,2804.755335145415,779.0987042070597,54,20,0,51,15
482150214012042,0.01922538436743489,728.2039064828291,468.13108273896154,14,1,1,13,9
482150214012043,0.019165615596844387,2347.9548451033966,1043.5354867126207,45,20,0,40,20
482150214012044,0.019008044140302122,1367.841941447993,736.5302761643038,26,4,0,25,14
482150214012045,0.0184283543477313,1193.8125122229594,434.1136408083489,22,6,0,20,8
482150214012046,0.01872328199636921,2563.65310362297,534.0943965881187,48,14,0,44,10
482150214012047,0.019309569377921346,2692.9652848425017,1035.7558787855776,52,17,0,52,20
482150214012048,0.06036638689953949,2451.695514695928,844.8410219560292,148,51,0,143,51
482150214012049,0.02211967094543641,1989.1796812229613,678.129436780555,44,17,0,43,15
482150214012050,0.008703316993438645,2987.3667728753503,1034.088498303006,26,0,0,25,9
482150214012052,0.010750698868166507,837.1548780563061,279.0516260187687,9,0,0,9,3
482150214012053,0.03924561674374733,1987.4830993050216,687.9749189901999,78,36,0,78,27
482150214012054,0.030721648952235996,683.5570588235489,292.9530252100924,21,10,0,19,9
482150214012055,0.030119787273806806,796.8183766314717,332.0076569297799,24,13,0,24,10
482150214012059,0.020720266725662947,2268.3105686949707,772.1908318961603,47,17,1,46,16
482150214012016,0.01924957129010676,2493.5620267381955,727.2889244653071,48,8,0,48,14
482150214012017,0.01956547428216278,1226.6505607727606,459.99396028978526,24,4,0,24,9
482150214012020,0.01913651424289568,627.0734496202688,104.51224160337813,12,6,0,12,2
482150214012022,0.015412190812109197,1622.0925567802965,454.185915898483,25,11,1,24,7
482150214012023,0.014759552784366968,2777.861944667213,609.7745732196321,41,7,0,37,9
482150214012024,0.014071468010697277,1989.842138625061,781.7236973169883,28,2,1,28,11
482150214012025,0.01877721839359934,1970.4729009602577,798.8403652541585,37,23,0,35,15
482150214012026,0.01925605066664483,1765.678777470944,1038.6345749829084,34,9,0,34,20
482150214012027,0.01925802153176898,1505.8660076872472,882.749038989076,29,10,0,27,17
482150214012028,0.019185379295986654,2084.9209902442485,416.9841980488497,40,17,0,33,8
482150214012029,0.019083488287824375,1310.0330308034129,314.4079273928191,25,8,0,22,6
482150214012030,0.019248615547993213,467.5660946918494,311.7107297945663,9,1,0,9,6
482150214012032,0.01950443692186008,1691.9227215944097,717.7853970400527,33,16,1,32,14
482150214013005,0.019394357624265956,1546.8416423581057,721.8594331004493,30,10,0,28,14
482150214013006,0.022661748283021612,1853.343328831641,661.9083317255861,42,22,0,35,15
482150214013008,0.10489028392174561,1859.0854434666378,896.1745214659691,195,74,3,192,94
482150214013014,0.17886896367032765,402.52930705576614,173.3112294267882,72,30,1,70,31
482150214013015,0.019983837838251747,2401.941027970191,1000.8087616542463,48,20,0,48,20
482150214013018,0.023154630854589648,10451.473034476445,4232.414699911949,242,93,0,228,98
482150214012033,0.01913389176861694,1672.425055340065,1097.5289425669175,32,4,0,32,21
482150214012034,0.01905145500249631,2467.003176074562,1102.2780148418256,47,26,0,47,21
482150214012036,0.018823718824836445,1859.3562900982242,1115.6137740589345,35,19,0,25,21
482150214012037,0.019599096120838936,714.3186560075268,408.18208914715814,14,11,1,13,8
482150214013019,0.023756038287561614,4840.874501377305,2188.917165840173,115,38,0,111,52
482150214013020,0.02153956492967882,3017.7025493415676,1439.2119850705938,65,25,2,62,31
482150214013021,0.01812481598167524,2979.340593283579,1213.80542689331,54,23,0,51,22
482150214013022,0.0239767608276309,9258.965445581225,3628.51348543048,222,104,0,208,87
482150214013023,0.023403973496060375,3418.222978823084,1153.6502553527907,80,20,0,78,27
482150214013024,0.02150034070976432,7209.1880818245445,2232.522760823085,155,45,0,155,48
482150214013025,0.022470661105199942,6808.87844303763,2937.163249937801,153,37,0,147,66
482150214013026,0.016958354599953488,2358.719400767201,884.5197752877004,40,13,0,37,15
482150214015011,0.019171942798729802,1199.6697591609661,782.3933211919344,23,7,0,23,15
482150214011023,0.012837578921504784,1713.7187731829129,778.9630787195058,22,8,0,19,10
482150214011024,0.012474292328980093,2565.2757812688155,721.4838134818543,32,4,0,31,9
482150214011025,0.012784841289307753,1720.7878848209941,547.5234178975891,22,13,1,21,7
482150214011026,0.012517048597902534,798.910375859345,239.67311275780347,10,5,0,10,3
482150214011027,0.017011002386706393,2292.633856219865,881.7822523922556,39,6,0,39,15
482150214012009,0.020013376448532412,649.5655559885945,349.76606860924323,13,7,0,12,7
482150214012013,0.019109952023382754,784.9313269675478,366.30128591818897,15,2,0,13,7
482150214012014,0.019047473289288946,1575.0120524841498,787.5060262420749,30,9,0,30,15
482150214012015,0.019161233208847706,3235.699880285966,1095.9628626775045,62,21,0,56,21
482150214015012,0.01925289926053732,1765.9677921698692,831.0436669034679,34,13,0,34,16
482150214015013,0.01919856529433383,1614.703990883589,625.0467061484861,31,5,0,31,12
482150214015014,0.012580891459489797,3020.4536874321816,1271.7699736556553,38,15,0,35,16
482150214051002,0.015367099673271625,4034.5934703500448,1431.6299410919512,62,19,0,57,22
482150214051003,0.012926891009229707,6652.7984136786345,1856.5949061428748,86,1,0,85,24
482150214051005,0.018914462040489893,2537.740692664013,793.0439664575041,48,20,0,47,15
482150214051006,0.013467756214991824,6608.376226837874,1930.5368752560082,89,25,1,89,26
482150214051008,0.01359580334270598,4045.3659569522224,1397.4900578562222,55,4,0,54,19
482150214051009,0.014078169435267686,4830.173433603588,1633.7351319541547,68,24,0,68,23
482150214051010,0.014893111856672376,2148.644306707697,470.0159420923087,32,12,1,31,7
482150214051011,0.014440763202808207,6509.351249643121,1731.2104387348727,94,4,0,92,25
482150214052000,0.17017788567800132,840.2971950807673,229.17196229475474,143,59,3,137,39
482150214052001,0.01888204184124879,741.4452376340084,211.84149646685955,14,2,0,14,4
482150214052002,0.0070310725370643385,2560.0646139138657,142.22581188410365,18,7,0,16,1
482150214052003,0.19715427543651923,710.1037991188679,304.33019962237194,140,40,0,139,60
482150214052005,0.012215666020679226,8595.519869506199,14898.901107144076,105,95,1,5,182
482150214052008,0.011389046414531263,3687.7538708080315,702.4293087253393,42,27,0,41,8
482150214052009,0.01769103555171713,2995.86758757351,904.4128566259652,53,23,0,53,16
482150214052010,0.01741519313950383,4421.426703866792,918.738016387905,77,27,1,67,16
482150214052011,0.02010331350576972,1144.0900025460442,696.4026102454181,23,11,0,19,14
482150214053000,0.21358031797430568,412.02298430226443,533.7570478461153,88,70,0,27,114
482150214053001,0.007555356576101777,529.4257074050395,1985.346402768898,4,1,0,3,15
482150214053002,0.009134745723499293,1642.0818328212724,875.7769775046787,15,14,1,1,8
482150214053003,0.009747835757144614,410.3474965782251,2667.2587277584635,4,4,0,0,26
482150214053004,0.007517823832541814,665.0860822724912,1862.2410303629754,5,4,0,2,14
482150214015015,0.0124893498072403,1040.8868516488878,480.40931614564056,13,0,1,13,6
482150214015016,0.019441969257191678,2623.191062866991,617.221426556939,51,10,0,46,12
482150214015017,0.018988441189563224,2475.190013271495,789.9542595547324,47,18,1,41,15
482150214015018,0.025999126110431016,500.01680613350754,115.38849372311714,13,0,0,13,3
482150214015019,0.023976881651712113,625.602620803231,166.82736554752827,15,0,0,15,4
482150214053005,0.009915118287887818,201.7121674123822,2420.5460089485864,2,1,0,1,24
482150214053006,0.012691331879070572,1181.909049651178,709.1454297907069,15,15,0,0,9
482150214053007,0.018693185503356403,160.48629055017634,855.9268829342739,3,3,0,0,16
482150214051000,0.23101194080819615,3675.1347009586184,960.9892857630309,849,178,2,831,222
482150214051001,0.015123275125219859,1388.5881084699704,132.24648652094956,21,7,1,16,2
482150214053012,0.018072506798650707,1161.9860063667459,1383.3166742461262,21,19,0,2,25
482150214053009,0.00708419795106353,846.9554410318584,1411.592401719764,6,2,1,6,10
482150214053010,0.01958504371298231,510.59370336617195,816.9499253858752,10,6,0,3,16
482150214053011,0.00920013620487622,760.8583008031868,2173.8808594376765,7,3,0,4,20
482150214053013,0.01511747851778691,595.3373764950807,1984.4579216502689,9,8,0,3,30
482150214053014,0.007831777977751123,510.739708322093,893.7944895636628,4,2,0,4,7
482150214053032,0.009329478982084867,964.6840962161385,535.9356090089658,9,6,0,3,5
482150214053033,0.01021238620385643,587.5218465332091,1272.964000821953,6,3,0,3,13
482150214053034,0.014731016868023151,475.18783412671326,1561.331454987772,7,6,0,2,23
482150214054000,0.031001705829100085,5031.981170970564,1709.5833465476915,156,45,0,155,53
482150214054001,0.012844700809754922,7396.046152188469,2257.7404043522693,95,24,0,86,29
482150214054002,0.4570967221727093,689.1320473765736,205.64575382031086,315,64,2,306,94
482150214054003,0.011853561431943374,7592.654791281968,2699.610592455811,90,38,0,79,32
482150214054004,0.012496076384128857,6482.034641119615,2560.803808837379,81,46,0,74,32
482150214054005,0.012298748360974106,5203.7815655357435,2601.8907827678718,64,15,0,63,32
482150214061000,0.49300542811876447,1640.9555632825868,537.5194366747658,809,268,0,790,265
482150214053015,0.016390329987404598,305.0579215819527,549.1042588475149,5,3,0,5,9
482150214053016,0.009240092485743739,216.44804996116002,974.0162248252201,2,1,0,1,9
482150214053017,0.009063200382771289,1213.6993043771242,662.0178023875224,11,1,0,10,6
482150214061001,0.015962079704649624,2505.9391219772147,814.4302146425948,40,17,0,34,13
482150214061002,0.02432774470799805,2137.477214766412,739.8959589576043,52,5,0,47,18
482150214061003,0.02041100432281326,2596.6385172317177,832.884052696966,53,16,0,43,17
482150214053018,0.002654378713886687,3013.8879422695345,1130.2079783510753,8,8,0,0,3
482150214053019,0.014324138988981397,907.5589122669105,2513.240064739137,13,13,0,1,36
482150214061004,0.020402784734572414,2842.7492008833137,882.2325106189594,58,22,0,57,18
482150214061005,0.008690324796984164,1610.9869685030037,690.4229865012874,14,5,0,13,6
482150214061006,0.01961769892062771,1478.2569616004732,560.7181578484553,29,2,0,25,11
482150214061007,0.015960936426692246,3007.342346137491,814.4885520789038,48,18,0,43,13
482150214061008,0.01372107270279723,1457.6119836405155,437.28359509215466,20,7,0,20,6
482150214061009,0.012557888609648198,1990.7805186926532,557.4185452339428,25,15,0,18,7
