id_orig,area_km2,ppl_per_km2,dwellings_per_km2,U7B001,U7B003,U7B004,U7C002,U7G001
482150214061010,0.021999659008616345,1772.7547497315904,636.3734999036479,39,21,0,39,14
482150214061011,0.026556740781829853,1845.1059338398125,677.7940165125841,49,21,0,44,18
482150214061012,0.02475224368787805,2343.2219208638617,888.8083148104303,58,17,0,58,22
482150214061013,0.34434100656693817,1353.3096294455186,438.5187855070243,466,153,5,457,151
482150214061014,0.023559106514871465,1825.196552885257,509.35717754937406,43,21,0,40,12
482150214061015,0.023695827682225196,1772.463935982502,422.0152228529767,42,7,1,42,10
482150214061016,0.016524036706462422,2783.823397221682,665.6968993356197,46,23,1,46,11
482150214061017,0.011354709862856575,1849.4528044873266,528.415086996379,21,9,0,19,6
482150214061018,0.5900912265288122,488.0601287603416,183.02254828512812,288,85,1,272,108
482150214061019,0.024446607928185222,1104.4477041279374,409.0547052325694,27,8,0,27,10
482150214061020,0.024230894873702977,1980.9421092447096,619.0444091389718,48,3,0,46,15
482150214061021,0.03276974187303964,884.9627230008459,396.70742755210335,29,0,0,29,13
482150214061022,0.026003368177232835,692.2180187318903,269.1958961735129,18,2,0,17,7
482150214061024,0.028341023065183324,1905.3652324336338,458.69903743772664,54,11,1,53,13
482150214061025,0.01709566024325772,2105.7975818276964,643.4381500029073,36,12,0,34,11
482150214071001,0.005016309984503113,6977.2402638843105,797.3988873010641,35,21,0,31,4
482150214071002,0.04110124340960023,1970.743298269181,754.2350894610446,81,40,0,76,31
482150214071003,0.00497590044194531,3818.404371565766,602.905953405121,19,7,0,17,3
482150214071006,0.7677245570785541,356.89883497104825,373.8319913747841,274,176,0,139,287
482150214071007,0.011293000456920665,796.9538329810789,2302.3110730564504,9,8,0,2,26
482150214071009,0.023577166087832866,1187.5897169189288,1526.9010646100512,28,22,0,10,36
482150214071010,0.01686060532837916,1008.2674772883875,1008.2674772883875,17,11,0,6,17
482150214071012,0.013396496787067372,1940.8058997259434,1119.695711380352,26,20,0,5,15
482150214071013,0.016290335472158104,1780.1966110252333,1227.7218007070574,29,18,0,11,20
482150214071014,0.010941926073117097,1005.3074684013433,1005.3074684013433,11,7,0,7,11
482150214014001,0.005465645552777866,4939.947118648682,2561.4540615215387,27,13,5,17,14
482150214014002,0.3169513706059789,971.7579053566963,451.17331320132325,308,83,6,295,143
482150214015001,0.060096972154781464,1064.945499003946,349.4352418606698,64,18,0,64,21
482150214015002,0.01643972974991913,2189.8170193568476,912.4237580653531,36,5,0,36,15
482150214015003,0.03444888372597218,2873.8231632556663,783.7699536151816,99,25,0,98,27
482150214015004,0.011263912793426579,4794.0712069000965,1775.5819284815173,54,22,0,51,20
482150214015005,0.011202009074781126,23745.740449259305,7141.5760749652045,266,106,0,255,80
482150214015006,0.052136130663523524,1591.9861896861105,517.875025560542,83,24,0,83,27
482150214015007,0.018921877301097168,1744.013000131151,422.7910303348245,33,16,0,32,8
482150214015008,0.02078494475894544,721.6762023649011,481.1174682432674,15,9,0,14,10
482150214015009,0.01012352478241777,1876.8166630064088,493.8991218437918,19,5,0,19,5
482150214015010,0.05022171014446371,2230.1112343213695,736.7331756240238,112,22,0,112,37
482150214071016,0.01458708793171765,822.645346087729,1028.3066826096613,12,12,0,3,15
482150214071018,0.016717377168932224,1315.9959111818728,1016.9059313678108,22,16,0,13,17
482150214071019,0.010999814712793293,2545.4974225551914,2272.7655558528495,28,14,0,21,25
482150214071021,0.010853621466551009,1197.7568998572283,921.3514614286372,13,11,0,2,10
482150214071022,0.03816698238832799,1860.2466204326602,628.8157590194908,71,17,1,62,24
482150214071023,0.03232147660606504,1454.14148532993,587.8444302397589,47,14,0,44,19
482150214071024,0.035204451754540574,1533.8969166885329,568.1099691439011,54,10,1,53,20
482150214071025,0.03500090433149351,1828.5241830855596,514.2724264928137,64,21,1,58,18
482150214071026,0.005819139801990085,1890.313753286717,687.386819376988,11,6,1,4,4
482150214071027,0.019101487315568065,1361.1505518111942,1151.742774609472,26,16,3,9,22
482150214071028,0.004848689574075743,618.7238745990168,1031.2064576650278,3,0,0,3,5
482150214071029,0.011249420532874753,977.8281439345379,1777.869352608251,11,8,0,5,20
482150214072000,0.035956958028583015,1056.8190993741161,305.92131823987575,38,4,0,38,11
482150214053020,0.0073591116345944245,543.5438676044012,2310.061437318705,4,3,0,3,17
482150214053021,0.009139673200036632,875.304819429204,765.8917170005535,8,3,0,7,7
482150214053023,0.01001570510775879,1397.8047326048695,998.4319518606211,14,12,1,6,10
482150214053024,0.007628961203891229,1441.8738942320665,1441.8738942320665,11,8,0,9,11
482150214053025,0.00900349892522762,222.13586258071746,555.3396564517936,2,0,0,2,5
482150214053027,0.026173639195825722,725.9212162988094,725.9212162988094,19,6,0,13,19
482150214053028,0.009189826050753615,435.26395145117885,217.63197572558943,4,0,0,4,2
482150214053030,0.009183013189165644,544.4835912790727,108.89671825581453,5,2,0,2,1
482150214053031,0.00928635104354942,753.7944632044049,538.424616574575,7,0,0,6,5
482150214081012,0.02307541912812701,2340.1525103471904,693.3785215843528,54,15,0,50,16
482150214072013,0.033197649734213165,3735.204178391184,1235.0271880164398,124,37,0,124,41
482150214081000,0.8549486756255381,516.9900984718212,155.56489388405478,442,139,0,427,133
482150214081001,0.0507477506515474,748.801661396224,78.821227515392,38,5,0,33,4
482150214081002,0.6252677939845235,1468.170932249746,530.972494016248,918,283,9,869,332
482150214081003,0.023510510866632067,8081.491766717102,2679.652533174618,190,77,1,175,63
482150214081004,0.024040104008506792,8943.38892726589,2828.606730484096,215,89,0,207,68
482150214081006,0.022050929539973,2630.274605651432,725.592994662464,58,15,1,55,16
482150214081007,0.024371462542181428,7467.750434960545,2584.99053517865,182,81,3,173,63
482150214081009,0.021998213204224733,8818.898071355292,2682.0360113915576,194,71,0,187,59
482150214081010,0.019266846879914198,2958.4498364090305,674.7341732160947,57,21,0,57,13
482150214081011,0.06912963095278658,1374.2298156471006,448.43288721115914,95,27,0,84,31
482150214082010,0.033263213609555656,2795.881392929621,871.8339827414948,93,37,0,90,29
482150214082011,0.018650757535774776,5522.563885270157,2198.3021290881206,103,12,1,93,41
482150214082012,0.018755613379385902,5864.910828291004,2665.8685583140928,110,15,0,99,50
482150214082013,0.018133572270540577,4411.70657421794,992.6339791990365,80,28,0,78,18
482150214082014,0.009247334439919958,4001.153006889655,865.1141636518173,37,16,3,31,8
482150214082015,0.03646537672514883,850.1214791679483,246.8094616939205,31,13,0,25,9
482150214082016,0.03587405100099518,724.7578479296564,250.87771659103487,26,1,0,21,9
482150214082017,0.017890067519980776,1844.5989632595563,670.7632593671113,33,9,0,31,12
482150214082018,0.03697571570640434,1027.701540701165,324.53732864247314,38,5,1,34,12
482150214082019,0.40259002814261524,1001.0183358472046,298.0699759346515,403,137,0,393,120
482150214091000,0.4648889336131002,563.5754715943556,942.1605212149914,262,221,2,54,438
482150214092000,0.26292773530049435,1631.6270305591963,696.0087333154614,429,141,0,413,183
482150214092001,0.13447796849130186,364.37195289107416,208.21254450918525,49,18,0,45,28
482150214092002,0.22197769504647735,761.3377549695479,364.9015275297833,169,56,0,155,81
482150214092003,0.007995236882819778,6128.6489341287115,2251.340424781976,49,26,0,43,18
482150214092004,0.011758383962650262,5187.787726082301,1871.0054094067316,61,32,0,54,22
482150214092008,0.013072263863566993,3059.9137546084776,917.9741263825433,40,8,0,37,12
482150214092009,0.026933040455376034,2858.9419797433316,928.2279155010817,77,22,0,68,25
482150214092010,0.013728725674062005,2840.75892591281,874.0796695116338,39,9,2,31,12
482150214092011,0.032041308543065375,3089.7614517502698,1810.1632747627843,99,47,0,87,58
482150214092012,0.004701048563322384,2978.0590035227683,1701.7480020130106,14,5,0,13,8
482150214092013,0.015033183769911264,6585.431370708533,1929.065755056035,99,48,0,98,29
482150214092014,0.023901500182061417,2803.1713277263207,878.6059385410856,67,22,0,62,21
482150214092015,0.0285490385430253,2136.6744070231625,1015.7960295683888,61,21,0,54,29
482150214093000,0.464709256685956,860.7532435496855,378.73142716186163,400,133,0,366,176
482150214093001,0.012049727065899667,3153.5984003769477,1244.8414738330057,38,10,0,36,15
482150214093002,0.026812306305324572,3356.66760535729,1007.000281607187,90,20,0,86,27
482150214093003,0.015383589831947972,1170.0779984798073,390.0259994932691,18,6,0,14,6
482150214093004,0.032831453115958906,700.5477314319671,274.1273731690306,23,2,2,17,9
482150214093005,0.007611941270330747,5911.763951122117,2101.9605159545304,45,23,0,42,16
482150214093006,0.021364062667528307,2199.956100645422,936.1515321895412,47,19,0,37,20
482150215001008,0.012626374955209614,4118.363361175562,1583.985908144447,52,25,0,50,20
482150215001009,0.012476207041825883,5049.6116158376935,1202.2884799613555,63,22,0,63,15
482150215001010,0.009040309023332062,2322.9294425446374,553.0784387011041,21,14,0,21,5
482150215001011,0.00853384827657936,937.443430059042,117.18042875738026,8,8,0,8,1
482150215001012,0.01064912594519492,1878.0884086570848,939.0442043285424,20,4,0,18,10
482150215001013,0.008893622166274704,4385.164927276873,1461.7216424256244,39,15,1,37,13
482150215001014,0.01175908717118322,4166.9901146816255,1275.6092187800896,49,16,0,48,15
482150215001015,0.011827128765307362,2621.092626549617,1099.1678756498393,31,5,0,31,13
482150215001016,0.011300590082559677,3716.620078523072,1415.8552680087894,42,19,0,42,16
482150215001017,0.011791164615580552,2968.3242615196696,1017.7111753781725,35,23,0,33,12
482150215001018,0.0122737713727817,4155.2020524919935,1222.1182507329395,51,14,0,45,15
482150215001019,0.012080474604312335,3062.7935749140356,1241.6730709110957,37,15,0,35,15
482150215001020,0.009105693457962685,3514.2847876145947,1098.2139961295609,32,15,0,27,10
482150215001021,0.010898306767119816,2202.17695398408,1009.33110390937,24,2,0,24,11
482150215001022,0.00872711513374759,3093.8058666822794,687.5124148182844,27,2,0,27,6
482150215001023,0.009103882007709613,2746.0812847561924,1098.432513902477,25,0,0,25,10
482150215001024,0.012742297970663338,2118.927061834706,1098.702920951329,27,14,0,23,14
482150215001025,0.01333181840416753,2100.2386284565046,900.102269338502,28,18,0,28,12
482150215002000,0.1230939556970585,487.4325441913943,211.2207691496042,60,21,0,60,26
482150215003010,0.019582222980797776,1685.2019319951378,612.8007025436865,33,21,0,32,12
482150215003012,0.01948602257211474,2001.4346106634673,718.4637063920139,39,12,0,39,14
482150215003013,0.01957242555035454,1788.2300744971285,562.015166270526,35,19,0,35,11
482150215003014,0.001512281171053022,9918.790425430805,1322.5053900574405,15,1,0,13,2
482150215003015,0.019617813253604982,713.6371326925212,458.7667281594779,14,8,0,9,9
482150215003016,0.018953341734988825,3271.1909523345357,1055.2228878498504,62,9,0,62,20
482150215003017,0.01890285807385383,2750.906756895439,1058.0410603443995,52,26,0,52,20
482150215003018,0.013653476795463197,2783.1738808555133,1098.6212687587551,38,4,0,38,15
482150215003019,0.014617188115777769,1299.8396031786326,957.7765497105714,19,7,0,17,14
482150215003020,0.01650093114322731,60.60264062191684,242.41056248766736,1,0,0,1,4
482150215004001,0.011001098646897802,2454.3003264145555,1090.8001450731358,27,15,0,27,12
482150215004020,0.009749907030254914,2051.301611178245,1128.2158861480345,20,1,0,20,11
482150215004021,0.025767431089215035,1319.4951364100361,426.89548530912936,34,20,0,34,11
482150215004022,0.012440269983170696,2331.1391183014075,482.30464516580844,29,9,0,29,6
482150216001000,0.2832770430224641,773.0947685112384,254.16814307218797,219,53,0,213,72
482150216001001,0.010326376452003367,3002.0211004399175,774.7151226941722,31,7,0,30,8
482150216001002,0.012530595317894732,2473.9447100114567,1117.2653529083998,31,7,0,31,14
482150216001003,0.010169615454764129,3343.2925906821897,884.9892151805797,34,7,0,34,9
482150216001004,0.009679841346049099,2995.916871285971,1136.382261522265,29,7,0,29,11
482150216001005,0.011784222884021091,2800.3543657296746,1018.3106784471544,33,18,1,32,12
482150216001006,0.009613105067943216,2912.690520087156,1144.2712757485256,28,2,0,27,11
482150216001007,0.009634499696358797,4566.921105060504,1037.936614786478,44,8,0,43,10
482150216001008,0.011817399331077639,3977.186408214068,1100.0728363145295,47,29,0,47,13
482150216001009,0.00964390578902329,3214.4652465689005,829.5394184693937,31,12,0,30,8
482150216001010,0.00962254584730909,1143.1486193517185,831.3808140739771,11,5,0,10,8
482150214072001,1.124003636007516,1032.025131271233,459.07324804823816,1160,388,0,1054,516
482150214072002,0.01129448579089428,3895.706348621308,619.7714645533898,44,7,0,43,7
482150214072003,0.017426997606325094,6369.427626461185,2467.4359273678465,111,24,0,103,43
482150214072004,0.03569936671697214,1568.65527738834,588.2457290206274,56,7,0,56,21
482150214072005,0.011673921052087656,2569.830639263667,770.9491917791001,30,12,0,24,9
482150214072006,0.02324652089956851,3656.4611266874663,1204.481312320577,85,33,2,80,28
482150214072007,0.014571137177326353,2196.1223486245194,1372.5764678903247,32,15,0,17,20
482150214072008,0.018192667648822654,1539.081598174088,1429.1471983045103,28,20,0,12,26
482150214072009,0.013751293197557964,581.7634665386007,799.924766490576,8,6,0,2,11
482150214072010,0.03003974063639953,1498.015596894766,1464.7263614082158,45,37,0,9,44
482150214072011,0.01721848782952145,1451.9277329996999,1161.5421863997599,25,15,0,11,20
482150214072012,0.012227412439525243,2126.369755546539,408.9172606820267,26,4,3,18,5
482150214082000,0.931604828704361,859.806621133554,421.85268677339167,801,307,1,609,393
482150214082001,0.03185209861502031,7409.244924562392,2637.1888714544107,236,96,0,219,84
482150214082002,0.007524878091089108,1328.9251837636957,531.5700735054783,10,3,0,7,4
482150214082003,0.01053355803524118,3797.3873468181964,949.3468367045491,40,7,0,32,10
482150214082005,0.01455346230273611,824.5460599258192,206.1365149814548,12,0,0,12,3
482150214082006,1.3334971470499974,484.44048150316684,147.73184962248277,646,180,0,612,197
482150214082007,0.0372422415331988,1127.751667755014,349.0659924003615,42,14,0,42,13
482150214082008,0.03400863527543546,2440.5566212164695,1764.2577984697368,83,17,0,82,60
482150214082009,0.02174574651495037,2805.1462826563356,1517.538152912444,61,15,0,46,33
482150214093007,0.023996739407800245,625.0849227926434,458.39561004793853,15,5,0,14,11
482150214093008,0.3065541301082032,877.4959251243887,407.758329518768,269,89,2,242,125
482150214093009,0.02097559558259012,3241.862655687376,1525.5824262058238,68,28,0,60,32
482150214093010,0.1018031896539818,1119.8077426402242,569.7267462555527,114,40,0,90,58
482150214093011,0.04523140272740222,2719.349668222511,818.015753855552,123,32,0,115,37
482150215001000,0.02548976455540654,392.3143337892832,353.08290041035485,10,1,0,10,9
482150215001001,0.012030829943859034,2327.353983944574,997.4374216905318,28,14,0,28,12
482150215001002,0.012209819229736766,2620.8414226203,900.9142390257281,32,10,0,31,11
482150215001003,0.01218995262252492,2379.008425874685,1148.4868262843308,29,10,0,29,14
482150215001004,0.009088312310373466,1870.5343103797254,990.2828702010311,17,7,0,17,9
482150215001005,0.011006957241015374,2998.1037699530307,1090.2195527101928,33,4,0,32,12
482150215001006,0.008718721955961795,3555.566992109714,1032.261384806046,31,16,0,30,9
482150215001007,0.00900132464727914,4777.074673447953,1222.0423583238946,43,20,0,43,11
482150215002001,0.014108534694375938,2622.526066774975,921.4280775155318,37,18,0,37,13
482150215002002,0.014499290092272056,2069.066817001588,827.6267268006351,30,10,0,30,12
482150215002003,0.013028984180973941,3070.0781768091706,1304.7832251438974,40,6,0,40,17
482150215002004,0.013496446400968027,3408.3045739136687,1259.590820794182,46,16,0,42,17
482150215002005,0.013598135213369346,4265.290724788194,1176.631924079502,58,6,0,57,16
482150215002006,0.01026648220019801,3214.3434680443443,1168.8521701979435,33,7,0,33,12
482150215002007,0.012164560918353504,3041.622319813909,1315.2961382979065,37,16,0,37,16
482150215002008,0.009675710678442985,2067.0316284424493,1136.8673956433472,20,8,0,18,11
482150215002009,0.010149469856464564,4532.256428221316,1083.8004502268366,46,11,0,44,11
482150215002010,0.014511629108633956,4823.71754928275,1171.4742619686679,70,47,0,68,17
482150215002012,0.018867909771425218,1802.0014093713655,742.0005803293858,34,23,0,34,14
482150215002013,0.019056770808768803,2886.113316464521,1049.495751441644,55,9,0,55,20
482150215002014,0.01928133862219873,1504.0449508319984,622.3634279304821,29,11,0,29,12
482150215002015,0.019333667790189878,1965.4832395165924,827.5718903227757,38,15,0,38,16
482150215002016,0.019450832648134003,976.8219357860111,514.1168083084269,19,5,0,16,10
482150215002017,0.017506326729090062,3084.5991186871215,856.8330885242003,54,30,0,53,15
482150215002018,0.06727535733008096,3240.413855111926,1129.6855641674604,218,48,0,218,76
482150215002019,0.006793700146693215,3091.0990397804944,1324.7567313344975,21,5,0,21,9
482150215002020,0.008464079854975876,3898.829000366757,1181.4633334444718,33,17,0,33,10
482150215002021,0.006983286834637762,4295.971325593726,1002.3933093052027,30,14,0,30,7
482150215002022,0.00912015233243716,3399.0660320161483,1864.0039530411136,31,12,1,31,17
482150215002023,0.09763004916413598,481.4091604213313,163.88396950513408,47,7,0,47,16
482150215003000,0.018976935814656763,2160.517398616789,1053.9109261545311,41,14,0,41,20
482150215003001,0.01931665704874834,1915.4453022914483,465.91912758440634,37,17,0,37,9
482150215003003,0.01947134258992995,1643.440859417138,564.9327954246412,32,10,0,32,11
482150215003004,0.01912063243310299,2039.6814873382768,941.3914556945892,39,11,0,39,18
482150215003005,0.019201509128814565,3541.388311919527,1041.5847976233904,68,12,0,67,20
482150215003006,0.019185773227769785,2606.0977270193744,1146.6829998885246,50,28,0,50,22
482150215003007,0.018849798874486408,1962.8856650603452,742.7134948876982,37,17,0,37,14
482150215004002,0.0077231526962494215,5308.71285503791,1165.3272120814925,41,24,0,41,9
482150215004003,0.013702137921106115,1897.5141069008546,802.7944298426692,26,9,0,26,11
482150215004004,0.01279010223582342,3283.7892321426048,1094.5964107142017,42,14,0,42,14
482150215004005,0.012994804782071436,3847.6915073771315,846.4921316229689,50,27,0,50,11
482150215004006,0.060588255069190605,1980.581877840224,610.6794123340691,120,57,0,120,37
482150215004008,0.0077316975877353596,2198.740937173586,1164.0393196801338,17,1,0,15,9
482150215004009,0.013567729982714218,3906.3277399774265,884.451563768474,53,4,0,49,12
482150215004010,0.011967288545710322,2172.589045604629,835.6111713863959,26,9,0,26,10
482150215004011,0.012460488826142117,3290.400607236368,802.5367334722848,41,19,0,41,10
482150215004012,0.01025244371443358,3023.6693673682526,1365.528101392114,31,14,0,29,14
482150215004013,0.009747391361329053,4719.2113556142185,1333.6901657170617,46,11,0,46,13
482150215004014,0.011485988140705665,2350.6902209234913,1218.8764108492178,27,3,0,27,14
482150215004015,0.012041844377510925,3155.6627713083503,1245.6563570954013,38,12,0,37,15
482150215004016,0.010915915099761288,1832.1872071391765,1282.5310449974236,20,6,0,20,14
482150215004017,0.01916468740799215,3130.7580824396077,1043.5860274798692,60,19,0,57,20
482150215004018,0.01867294652133897,1713.709186894056,910.4080055374673,32,13,0,32,17
482150215004019,0.009533069534376052,2517.5521812210113,944.0820679578792,24,10,0,24,9
482150216001011,0.01207096643071984,3976.4835960311393,1159.8077155090823,48,11,0,48,14
482150216001012,0.009831043861888355,3661.8695334642816,1220.6231778214271,36,8,0,36,12
482150216001013,0.009835276502142888,4168.667753373991,1220.0978790362901,41,15,0,41,12
482150216001014,0.011967949439128999,2924.47759559947,1002.6780327769611,35,14,0,35,12
482150216001015,0.009913095020375724,403.5066739275937,403.5066739275937,4,0,0,4,4
482150216001016,0.010550297970126797,2938.305637222437,853.056475322643,31,18,0,31,9
482150216001017,0.013581057003353426,3387.0706815118815,1104.4795700582222,46,15,0,45,15
482150216001018,0.011076780950296126,4333.388934509603,1083.3472336274008,48,6,0,43,12
482150216001019,0.03064661749422256,2023.0617624176018,685.2305969478974,62,31,0,61,21
482150216001020,0.010219678553809937,2935.5130733359397,1174.2052293343759,30,15,0,26,12
482150216001021,0.012719473328525542,3616.5019424850966,1022.0548967892664,46,16,0,43,13
482150216001022,0.010075264791165436,3573.1070841499713,992.5297455972143,36,6,0,32,10
482150216001023,0.02598197267922099,885.2291657743981,423.3704705877556,23,9,0,23,11
482150216001024,0.015064683871572015,2522.455852638789,796.5650060964597,38,4,0,38,12
482150216001025,0.027379025677077187,4163.771251197056,1095.7292766308042,114,38,0,114,30
482150216002000,0.06360599311807551,503.0972465219832,251.5486232609916,32,11,0,32,16
482150216002001,0.012800321472993896,3203.044555287284,1015.5994931398704,41,10,0,41,13
482150216002002,0.05147279534625838,2953.016228815501,1185.0920391956945,152,40,0,142,61
482150216002003,0.23306705885919446,609.2667093112808,235.98358459239748,142,33,0,142,55
482150216002004,0.012904412064378054,2634.7577735722807,1007.4073840129308,34,15,0,32,13
482150216002005,0.010993790795678294,3729.377860830067,1637.2878413400297,41,13,0,41,18
482150216002006,0.008589812333339624,5005.930086866296,0.0,43,25,0,40,0
482150216002007,0.011923887030964848,5870.56886887797,1509.5748519971921,70,13,0,67,18
482150216002008,0.012032176273449003,2077.762113173712,1329.7677524311757,25,11,0,25,16
482150216002009,0.012913586802296982,3484.701863931073,1393.8807455724293,45,18,0,45,18
482150216002010,0.005202077634099216,3652.3868608681405,1537.8470993129013,19,8,0,19,8
482150216002011,0.0052335261782315845,6305.500130535459,1528.6060922510205,33,11,0,29,8
482150216002012,0.005274532267301134,5118.937306988043,1327.1318944043073,27,25,0,26,7
482150216002013,0.008610757764709705,2903.344941656575,1277.471774328893,25,13,0,25,11
482150216002014,0.00841921797455083,3563.276315054726,1187.7587716849089,30,11,0,30,10
482150216002015,0.012286811862948006,3906.6277351204785,1871.9257897452294,48,20,0,48,23
482150216002016,0.014620653378208746,5471.711689659195,1367.9279224147988,80,23,0,79,20
482150216002017,0.007045382405841717,2980.675680937877,709.6846859375898,21,15,0,20,5
482150216002018,0.007342992796483049,1770.3953088754756,817.1055271732964,13,9,0,13,6
482150216002019,0.014110646403879809,3897.766156543857,1063.02713360287,55,15,3,54,15
482150216002020,0.014224775807341005,2460.495720567876,1054.4981659576613,35,18,0,33,15
482150216002021,0.012500504276620934,1359.945136916936,959.9612731178372,17,4,0,16,12
482150214081014,0.011109935852713705,4500.476030002193,720.0761648003509,50,14,0,36,8
482150214081015,0.027211741136164914,5365.331063140361,1175.962972743093,146,52,0,136,32
482150214081017,0.01888364470777565,1482.7646057368652,582.5146665394827,28,8,0,24,11
482150214081019,0.013097664396873512,5039.06635565915,1832.3877656942361,66,18,1,61,24
482150214081021,0.10077186716067482,605.327674466318,218.31489898785236,61,10,0,59,22
482150217031002,0.7762012780877651,943.0543605948982,307.9098253854927,732,299,1,710,239
482150216003011,0.012159059303911514,3125.241768314723,1233.6480664400221,38,20,0,38,15
482150216003012,0.020097796934211105,2935.645145243175,895.6205527860534,59,32,0,58,18
482150216003013,0.021428989664917183,1913.2959902035798,746.6520937379823,41,21,0,41,16
482150216003014,0.017132678623075707,4435.967175479316,1284.0957613229598,76,39,0,76,22
482150216003015,0.0166736123947664,2039.1501970306144,899.625086925271,34,7,0,34,15
482150216003016,0.01672729767043201,2630.4308601966563,1315.2154300983282,44,13,0,41,22
482150216003017,0.019616474281199402,2854.7433752491843,1223.4614465353648,56,21,0,56,24
482150216003018,0.0123411547929432,4537.662879977924,972.3563314238407,56,20,1,55,12
482150216003019,0.01206821498014759,3065.90494624645,1160.072141822981,37,12,0,37,14
482150216003020,0.012521979115700108,2475.6469974568217,1197.8937084468491,31,12,0,31,15
482150216003022,0.013964759346114908,5012.617708981465,1647.0029615224812,70,19,0,69,23
482150217031016,0.013174893360633523,3643.293246184718,1214.4310820615729,48,14,0,47,16
482150217031017,0.013018141406500636,6375.718115840544,1229.054094619864,83,20,0,83,16
482150217031018,0.0191622408517991,4383.620926678491,1356.8350487338184,84,19,0,83,26
482150217031019,0.028215909180724377,1346.7579498008733,567.0559788635256,38,8,0,38,16
482150217032000,0.0242984764599966,1975.4324959025319,823.0968732927216,48,8,0,48,20
482150217032001,0.034329620209285386,3641.1704888651907,1019.5277368822534,125,35,1,121,35
482150217032002,0.022516623892524432,4219.104980100512,1287.937309714893,95,24,0,93,29
482150217032003,0.02166048768390086,4986.037321785277,1246.5093304463192,108,37,1,95,27
482150217032004,0.0214997440894575,4604.705971758292,1348.8532644544491,99,25,2,97,29
482150217032005,0.03877860206467616,3997.0497064717847,1186.2212032109812,155,64,0,153,46
482150217033009,0.017874023080955277,3356.826816673961,1118.9422722246536,60,20,2,60,20
482150217033010,0.018358745089464296,3050.317422411254,1143.8690334042203,56,19,3,56,21
482150217033011,0.017679697610043447,3733.09552322359,1244.3651744078634,66,20,0,60,22
482150217033012,0.018247765412034635,2027.6455316330419,1041.2233811088593,37,9,1,34,19
482150217033013,0.024443484932933336,1636.4278706473222,490.9283611941966,40,14,0,38,12
482150217033014,0.02540307751113721,866.0368016573884,354.2877824962044,22,6,0,20,9
482150217033015,0.025114856571080504,1075.0608877093975,278.7194894061401,27,7,0,26,7
482150217033020,0.01869157444894537,3370.502585112868,909.500697570139,63,24,3,58,17
482150217033021,0.020867881048731444,3162.7552335512346,862.5696091503368,66,25,0,59,18
482150217033022,0.018083524990652165,3539.1329971940336,1050.6801085419786,64,9,0,63,19
482150217041001,0.6404105797151094,627.7222968097001,237.34773411710054,402,163,0,382,152
482150217041002,0.021276183259458105,2726.052849456291,893.0173127529229,58,16,1,58,19
482150217041003,0.020967355006484972,3910.841399625194,858.4773804055303,82,21,2,78,18
482150217041004,0.020800455722572407,3317.235012554173,913.4415251960767,69,23,0,64,19
482150217041005,0.02148618883932539,2513.2423625154856,651.5813532447555,54,12,0,51,14
482150217042017,0.023625962692069288,2327.947466812105,761.8737164112343,55,9,0,53,18
482150217042018,0.036128959331529216,2435.7192022191375,858.037446236287,88,27,0,76,31
482150217042019,0.045112028307417854,598.5099986195996,243.8374068450221,27,2,0,26,11
482150217042021,0.04502451413427579,666.3036920405525,355.36196908829464,30,8,0,25,16
482150217043000,0.0660288200176076,1120.7227386505888,1181.302346145215,74,62,0,8,78
482150217043001,0.0227498550005221,791.2138340919935,527.4758893946623,18,9,0,8,12
482150217043002,0.02302206179058326,1867.7736334453043,1259.6612876724146,43,38,0,10,29
482150217043003,0.010872312018256334,2299.418923778221,2023.4886529248347,25,21,0,4,22
482150217043004,0.02147200364303067,1816.3186188103375,1397.1681683156442,39,34,2,3,30
482150217043005,0.011335151626687433,2558.413063634943,1940.8650827575427,29,20,2,13,22
482150217043006,0.009917885583017233,907.4514849627866,1411.5911988310013,9,6,0,4,14
482150217043008,0.011122845833705904,3416.3918630291023,1888.0060295687144,38,26,2,14,21
482150217043009,0.02587390467942113,734.3306020258973,772.9795810798919,19,16,1,6,20
482150217043010,0.01046020113638166,286.801368433126,478.00228072187673,3,2,0,0,5
482150217043011,0.01024639329443149,1073.5484851999645,292.7859505090812,11,3,0,6,3
482150217043012,0.03638397690250534,714.6002777450555,467.23864314099785,26,9,1,16,17
482150217043015,0.01444206752461635,484.6951441037493,138.4843268867855,7,0,1,7,2
482150217043017,0.805317873073134,408.5343328399248,158.94344864288865,329,134,0,274,128
482150217043018,0.035546511868443924,6920.510257389957,2419.3653745347,246,99,3,223,86
482150217043021,0.015618444020981033,704.2955101816258,576.2417810576939,11,6,0,6,9
482150217043022,0.008854770762942119,903.467770558285,451.7338852791425,8,0,0,8,4
482150217043024,0.018649022277069063,911.5759393404388,321.732684473096,17,7,2,9,6
482150217044001,0.926379475382597,830.1133827283912,315.20560176422657,769,242,0,732,292
482150217044002,0.025299821498238485,1501.9868817116267,513.8376174276618,38,11,3,33,13
482150217044003,0.027794542013434956,3453.9155188668624,1079.3485996458944,96,27,2,90,30
482150217044004,0.02831167468344988,3955.965207013053,1024.3124196730225,112,53,2,104,29
482150217044005,0.027165648458923875,3865.1755417790387,1177.9582603517072,105,29,1,104,32
482150217044006,0.018950516465093357,3113.371612255389,633.2281245265198,59,15,0,56,12
482150217044007,0.02620737555215571,3128.8901796675714,1030.2443274515174,82,18,5,77,27
